,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
245,246,Fairfield   (A) 202 Rider,MAAC,22,10-136–7,97.8310,103.6157,.3419246,44.6353,47.975,18136,18.4168,29.6155,30.7267,38.332,27.991,47.5281,49.7153,26.4362,29.112,64.7307,-8.7245
246,247,Howard,MEAC,21,14-106–1,100.8262,106.7228,.3405247,51.6117,53.5308,23355,21.537,30.3120,30.5256,32.9125,32.6222,50.3168,53296,3673,36.2300,69.570,-6.2183
247,248,UC San Diego,BW,23,8-173–10,100.6264,106.7229,.3370248,48.4279,51.6237,18.2156,17.3244,23.9311,30.2246,25.3333,25.948,48.8237,49.4143,31.9282,37325,65.1291,-11.8312
248,249,East Tennessee St.   (H) 344 VMI,SC,24,9-175–8,99.3286,105.7206,.3283249,50.3188,50.3167,19.9272,17.7216,29.6155,28.6183,30.4207,27.168,52.193,51.4234,31.3301,32.6110,66.6212,-13337
249,250,Bellarmine,ASun,23,11-156–7,101.8232,108.3255,.3282250,51.5123,53.7316,18.9221,17.6222,19.7354,27.7146,25.7330,32.7224,53.751,54.7332,32.5252,35.2254,61.7359,-8.7246
250,251,Northern Illinois,MAC,22,10-146–5,100.9259,107.4239,.3281251,51.3134,51.1214,20.6305,18.9142,25.2284,33.9347,35.371,36.7290,51.2135,51.6243,34.4162,33.5150,68.6112,-8.6240
251,252,Sacramento St.,BSky,23,12-135–7,103.7194,110.4297,.3276252,51.1146,52.6288,20.8311,14.5350,34.227,25.448,27.5295,23.819,49.8191,51.5238,35.784,36.9323,61.8358,-8228
252,253,UT Rio Grande Valley,WAC,22,12-133–9,101.0256,107.7246,.3230253,51.3134,51.8249,23.2358,17263,28.5190,28.6183,47.42,37.1302,51.6112,51.8256,33.8187,34.5208,72.77,-7.7225
253,254,Western Carolina,SC,23,14-127–6,101.5242,108.4257,.3191254,48.8253,52.1269,15.930,17.1257,25.9261,24.633,3581,33.9251,48.6248,52.2272,32.8232,34.5208,68.1133,-8.1230
254,255,Tulsa,Amer,23,5-181–11,101.8231,108.8269,.3189255,48.8253,52.1269,18.7198,17.5234,24.6296,33.8345,24.9338,28.6115,50.2172,56352,31.3301,30.532,68.8103,-10.6291
255,256,South Carolina,SEC,24,8-161–10,101.6239,108.5260,.3183256,46.5326,53.6312,20279,16.2309,33.637,31.6311,26322,28.3107,45337,53.9321,32.5252,35.3264,64.1322,-8.2234
256,257,Maryland Eastern Shore,MEAC,18,14-86–1,96.6327,103.2153,.3175257,48.3282,51.4226,21.1320,23.413,28204,30.9277,26.8307,34.3260,46322,53.9321,34.6149,31.867,68.1130,-3.4123
257,258,UMKC,Sum,24,11-157–6,98.7295,105.5198,.3174258,44.5355,48.795,20279,18.5164,378,30.7267,33.999,39.1324,46.1320,47.368,27.8359,33.8168,63.7332,-9.9272
258,259,Oakland,Horz,25,11-159–6,102.3218,109.5281,.3157259,49.2238,53.8322,15.826,18.3176,24.3304,32.6324,30.2218,21.86,50.7159,53.3311,31.3301,36.4306,68.3125,-9.2257
259,260,Winthrop,BSth,24,11-156–7,106.0150,113.4337,.3150260,54.526,54.6337,21.7333,18.2186,26.5244,34.5351,40.316,30.8174,52.967,54.8335,37.620,36.2300,66.8204,-9.8270
260,261,New Hampshire,AE,21,11-126–5,97.6314,104.5172,.3125261,45.6340,47.559,15.113,16.3302,26.7236,27.4129,28.6266,31.2187,42.1360,47.472,33.9184,31.759,64.2321,-8.9252
261,262,Lafayette,Pat,26,8-186–7,94.9341,101.7112,.3121262,48.7262,50.4173,18.1148,19.1130,22.4335,26.697,23.5351,29.7141,48268,49.9164,33219,34.1185,62.5351,-12.4324
262,263,North Florida,ASun,23,10-155–8,106.6132,114.3344,.3110263,51153,52.2273,17.5105,13.4361,25.9261,33.6341,30.9188,2422,5295,51.5238,33.2209,36294,67.9143,-8.8248
263,264,Robert Morris   (A) 172 Cleveland St.,Horz,23,11-146–8,98.4300,105.4193,.3106264,49245,50.1161,19.9272,18.3176,28.4192,28.5180,25.1336,29.5136,49.5207,47.679,32.1271,36.7317,66.2241,-10275
264,265,Maine,AE,22,10-144–7,101.6238,108.9273,.3092265,52.292,53.5308,18.5184,20.476,22.2338,30.2246,21.7358,29.7141,51.1139,55.5347,36.260,33.6157,65.7258,-9.5262
265,266,Southern,SWAC,22,12-128–3,98.0306,105.3186,.3045266,50.3188,51.7243,21317,23.118,22.8331,29.2210,32.4138,45.3357,48.7243,53.1302,35.1117,33127,7216,-6.8203
266,267,North Alabama,ASun,23,15-117–6,104.9172,112.7331,.3041267,51.5123,53.7316,15.826,15.3339,24.5299,26.7102,31.5167,33.3234,50.2172,50.4189,3673,39.5358,68.1129,-6.1182
267,268,Lehigh,Pat,22,14-109–4,98.1303,105.4194,.3036268,50209,51204,18.3167,17.4242,19.6356,26.697,29.6244,28.5112,47.8275,52.4276,36.260,32.395,69.758,-5.9179
268,269,Alcorn St.,SWAC,23,12-119–2,101.1252,109.0276,.2977269,44.4356,52.5282,19228,21.247,34.920,31.4304,33.6106,41.4344,44.6340,54.4326,29.2345,33.1130,66.9199,-5.4158
269,270,Southern Indiana,OVC,23,13-136–7,103.6195,111.7319,.2952270,50.5176,52.1269,18.8210,16.8274,32.858,2422,32.2145,39323,46.4315,52.1266,37.328,34.6213,69.666,-9.7269
270,271,Illinois Chicago,MVC,25,10-162–13,97.7312,105.5196,.2921271,48.4279,50.2164,18.7198,20.763,22339,31284,3659,35.4277,47.9271,51.2225,32.7237,32.183,69.189,-11.1301
271,272,Campbell,BSth,23,11-146–7,101.9229,110.1291,.2916272,51.6117,53.5308,18.8210,18.2186,23.4323,25.656,3746,29.7141,53.751,54.4326,32.4256,34.9239,64.1323,-10.4284
272,273,Jacksonville St.,ASun,23,10-163–10,99.5284,107.5243,.2907273,49.2238,52.7292,20.6305,17.1257,29.7150,24.939,30.1222,30.7173,47.3288,52.1266,34.5158,35.6275,64.7308,-10.5288
273,274,Illinois St.,MVC,26,10-165–10,100.2272,108.5262,.2854274,50209,51.4226,22.2346,16.9268,28.8183,27.5134,32.8127,33.7244,49.3215,52.1266,34.1171,33.4142,64.8302,-11.8311
274,275,USC Upstate,BSth,22,11-136–7,97.8311,105.9209,.2852275,51.6117,50151,21.1320,20.763,25.4274,33.9347,32.5136,43.8352,51.9101,50.1178,34179,33.3137,67.6162,-8.7243
275,276,Southeast Missouri St.,OVC,24,13-138–5,99.9279,108.2254,.2843276,50.6171,52.4277,18136,19.4115,23.2324,27.4129,35.762,45.1356,49.9184,51.6243,34.3165,35.8286,72.312,-8.9253
276,277,Georgia St.,SB,22,10-153–10,95.2338,103.2152,.2832277,45.2347,48.795,20.3294,18200,30.2128,29.6220,32.6131,34.7271,46.1320,4897,28.9353,33.3137,66.9203,-10.7294
277,278,Dartmouth,Ivy,21,8-154–5,97.2319,105.4192,.2832278,48.6267,50.4173,20279,16.5295,23.1328,25.863,28.4274,31.8202,49.5207,50.2181,31.5294,33.9174,68.3126,-10.8296
278,279,Tennessee Tech,OVC,23,12-148–5,101.2251,109.8285,.2811279,51.3134,51.9258,18.6192,18.6154,23.6322,30.8273,28.7262,24.125,48.2262,51.8256,37.133,34.7222,66246,-10276
279,280,North Dakota,Sum,24,9-173–10,102.5215,111.5315,.2761280,50.4181,54.2327,17.6110,16320,26.2255,27.7146,26322,28.9122,49.8191,53.2305,34.1171,37.5335,66.2237,-12.5327
280,281,Valparaiso,MVC,25,10-164–11,98.3302,106.9231,.2750281,48.8253,51.6237,17.9129,16320,22339,2422,28284,33.1230,51.4128,51.2225,29.6343,34.7222,67.7154,-10.6292
281,282,Charleston Southern,BSth,22,8-164–9,108.5102,118.2361,.2728282,51153,54.6337,18.7198,16.6289,3352,31.8314,28.9258,36.1285,49.5207,54.6329,35.595,36.4306,65.1290,-11.5308
282,283,Prairie View A&M,SWAC,22,9-155–6,92.2355,100.593,.2700283,44358,47.663,20.2290,20.859,32.274,28.3167,3496,43.2350,44.6340,47.472,28.5356,31.973,67.4170,-10.4283
283,284,Tennessee Martin,OVC,22,15-117–6,100.4270,109.6282,.2689284,49.6225,49.1117,17.285,17.6222,27.4222,29.9239,36.452,34.9274,51.2135,49.8160,31.3301,3279,70.930,-8229
284,285,Cal St. Bakersfield,BW,22,9-155–8,97.3318,106.1213,.2685285,45.5343,51.5233,19.9272,19.6104,27.1228,28.1160,30.3213,40.9340,43.9349,51.6243,33.7190,34.3198,62.6350,-10.3282
285,286,Morgan St.,MEAC,19,12-115–3,96.6325,105.6200,.2651286,48.1285,50151,21.7333,23.315,31.978,38.2363,29.4250,44.2353,44.3345,51.5238,37.525,31.553,69.856,-6.5193
286,287,Coastal Carolina,SB,22,10-154–9,104.3184,114.1343,.2624287,47.1313,52.6288,17.8122,15.4338,31.589,31.5309,28.6266,28.1102,48268,51.7250,30.4331,35.7280,67.5165,-10.4285
287,288,Canisius   (H) 82 Iona,MAAC,21,5-173–10,100.4269,109.9287,.2611288,46.9319,52.9296,17.8122,18.1194,30140,30.9277,24347,30.8174,45.6327,51.4234,32.5252,37.6337,67.7158,-12.6329
288,289,Idaho,BSky,23,9-163–9,104.4180,114.4346,.2599289,53.931,54.2327,17.6110,16.3302,19.3358,28159,36.256,33.3234,56.415,52.5279,33.1213,38.6354,66.2238,-12.3323
289,290,Mount St. Mary's   (H) 166 Siena,MAAC,23,8-164–9,95.7333,105.0179,.2573290,47.9294,49.3126,21.8336,19.5111,29.1175,30.8273,23.8350,29.6138,44.4344,47.782,36.548,34.8231,65.7259,-11.7310
290,291,Southeastern Louisiana,Slnd,22,14-118–4,102.9206,112.9332,.2569291,49.9213,55.1344,16.553,20.476,26.5244,30.6259,33.7104,33.3234,48.1266,53.3311,35.595,38.3352,68.999,-6.8202
291,292,Miami OH,MAC,21,8-162–9,103.9188,114.0342,.2565292,51.3134,55.4350,19.9272,18200,27.7213,32.3320,32.6131,35.5278,53.459,55.9351,32.3261,36.4306,67.6159,-11.5307
292,293,Bucknell,Pat,25,10-163–10,99.0290,108.8270,.2520293,51.1146,50.5181,20.7309,15.9324,26.3252,26.7102,28.7262,27.168,51.7108,48.7121,33.4202,35.6275,67193,-12.3322
293,294,Tennessee St.,OVC,22,15-117–6,100.1274,110.2293,.2489294,50.7169,50.4173,17.6110,18.6154,26259,27.8150,35.178,38.5320,48.7243,50.2181,35.690,33.8168,69.857,-8.8247
294,295,Elon,CAA,23,5-203–9,98.9291,108.9271,.2484295,47.1313,52.5282,18.4176,18200,24.9290,30.7267,27.2301,29.6138,49.3215,53296,29.2345,34.6213,67191,-15.3354
295,296,William & Mary,CAA,23,9-164–8,102.0226,112.3324,.2480296,49.8216,54.1326,19.5251,16.1316,29.3163,30.4252,29.8238,28.1102,46.9298,55337,36.838,35.1249,65.3280,-10.9299
296,297,Northeastern,CAA,23,8-154–8,98.4301,108.4258,.2463297,48.8253,49.3126,21.2324,14.3353,31103,26.388,27.5295,29.8147,46.9298,48.5111,34.5158,34.1185,67.4171,-11.1300
297,298,Chicago St.,ind,24,8-181–0,100.6263,111.1310,.2436298,48.1285,51.4226,21.3326,16.6289,32.564,33.1330,33.999,36.8294,47.4285,52.8291,32.7237,32.6110,64.8297,-12318
298,299,UTSA,CUSA,23,7-181–13,101.4244,112.3325,.2350299,46.2333,51.7243,19.6258,14.7348,28.1202,32317,36.551,29.7141,43.3355,52264,33.6193,34.1185,67.7153,-12.1319
299,300,Denver,Sum,25,13-144–10,99.8281,110.7302,.2328300,51.7112,52.2273,21.5328,15.7329,30.7109,27.8150,4113,26.758,52.967,53.3311,32.1271,33.7161,68.2128,-10.1278
300,301,North Carolina A&T,CAA,23,12-147–6,99.9278,111.0308,.2296301,48.8253,51204,18136,15.3339,23329,29.3212,30.4207,28.5112,48.2262,52.5279,33219,32.5106,69.760,-8.6242
301,302,Western Illinois,Sum,22,15-108–6,101.7235,113.1334,.2276302,50.3188,53.4306,15.826,16.4298,26.4249,26.388,35.664,26.455,52.387,55.1339,31.4299,33127,66.5224,-6.8206
302,303,Louisville,ACC,24,3-211–12,97.9307,108.9274,.2271303,47.1313,54.2327,23.4360,16.8274,27.7213,29.3212,33.999,29.8147,45.6327,54.7332,33.1213,35.7280,67.2179,-13.5343
303,304,Saint Peter's   (H) 310 Marist,MAAC,21,9-134–9,95.8331,106.8230,.2226304,43.3360,49.3126,20.1286,19.7101,36.611,28.8196,25.9325,54.2363,43.5353,49.9164,28.5356,32.287,63.3339,-9.1255
304,305,Eastern Michigan,MAC,23,6-183–8,104.1187,116.1355,.2212305,50.4181,56.5358,16.447,16.8274,24.9290,31.9315,32.9125,38312,50.9151,59.6362,33219,34.8231,70.145,-13.2339
305,306,Boston University,Pat,25,12-145–8,97.2321,108.5259,.2210306,46.6324,51.1214,18.5184,18.6154,29.3163,2541,30.1222,36.6289,45.9325,50.4189,31.8286,34.7222,65.8254,-10273
306,307,South Dakota,Sum,23,11-146–7,100.8261,112.5326,.2205307,49.3235,53.2300,18.2156,14.3353,25.1286,26.7102,29.3252,30.9178,44.9338,51.6243,37.525,37325,66.4228,-9.5261
307,308,Arkansas Pine Bluff,SWAC,20,10-146–5,94.4346,105.5197,.2182308,45350,51.1214,22.9353,21.636,26.8234,29.7227,32.6131,41.7346,43.9349,52.2272,31314,32.8119,69.952,-8.9251
308,309,Binghamton,AE,21,10-136–4,98.7297,110.3294,.2170309,48.6267,51.2217,19.6258,16.1316,28.8183,28.1160,29.6244,35.5278,50.8153,50.8209,29.1351,34.6213,66.1244,-9.5263
309,310,Marist   (A) 304 Saint Peter's,MAAC,22,8-144–9,96.1329,107.5242,.2163310,47.3309,50151,18.1148,18.2186,24.3304,26.281,26.3316,26.963,48.3256,46.859,30.7321,36.6315,65.4278,-11.4305
310,311,McNeese St.,Slnd,24,6-193–9,100.0276,112.3323,.2084311,48.9249,56.2356,22.2346,19.4115,31.589,31.3301,26.1320,35.9284,48.8237,52.4276,32.7237,40.9363,66.3235,-12.8335
311,312,Arkansas St.,SB,23,10-162–11,97.6313,109.7283,.2072312,46.6324,50.9194,18.8210,17.2251,29.2170,27114,3496,35.2276,44.8339,48.3107,33.4202,37.3333,63.2343,-11.9314
312,313,Cal Poly,BW,23,7-181–12,93.6350,105.4188,.2038313,45.9337,51204,21.5328,18.5164,24.9290,24.633,28.6266,41.6345,46.6310,49.9164,29.7341,35.3264,63.3340,-12.6332
313,314,Nebraska Omaha,Sum,25,7-193–11,100.6266,113.3336,.2026314,49245,53.9324,19.1231,16.2309,24.5299,30.6259,28.3277,33229,48.6248,53.2305,33.2209,36.7317,67.8148,-12.5328
314,315,Fairleigh Dickinson,NEC,24,15-118–3,106.3140,119.8362,.2014315,51.3134,57.2360,16.447,2231,30.1134,29.7227,28.1282,33.1230,51.4128,57.8360,34.1171,37.6337,69.567,-8.4239
315,316,Western Michigan,MAC,21,6-182–9,104.2186,117.5358,.1999316,49.2238,55343,19.3247,14.2357,34.324,27.6140,28.9258,33.7244,49.3215,54.7332,32.7237,37325,65.7260,-12.9336
316,317,Manhattan,MAAC,21,8-146–7,97.3316,109.8284,.1995317,49.7221,51.5233,20.6305,21.247,25.3280,35.4355,33.4111,31179,49232,50.4189,34179,35.6275,67190,-10.8298
317,318,Texas Southern,SWAC,22,8-164–7,94.5345,106.7226,.1985318,45.2347,50.4173,20.4301,18.9142,28.3196,28.5180,34.685,35.7283,47295,49.5146,27.1360,34.7222,69.665,-10.5289
318,319,St. Francis PA,NEC,22,9-156–5,101.2250,114.3345,.1983319,51.3134,52.4277,19.2241,15344,26.6242,28.9201,30.1222,31.7199,49.4213,52.2272,36.548,35.2254,68.6113,-11.5306
319,320,Austin Peay,ASun,23,8-182–11,96.8323,109.3280,.1975320,46336,54.4331,17.6110,20.379,25.3280,32.4322,26.9306,38.4319,45.6327,57.4357,31.1311,32.395,65.1292,-12.6331
320,321,High Point,BSth,23,11-143–10,99.6283,112.6329,.1960321,50.2192,50.8190,20.3294,15.8327,30.3120,32.6324,39.619,34.7271,51.6112,52264,32.1271,32.5106,7214,-10.2280
321,322,Wagner,NEC,20,12-105–6,95.8332,108.3256,.1955322,45.6340,49.5134,19.1231,20.956,33.733,25.656,25.3333,50.7361,44.6340,50.3185,31.5294,32.287,62.9346,-7.5219
322,323,NJIT,AE,22,6-173–7,97.0322,109.9286,.1928323,47.9294,51.9258,16.553,15.6331,23.8314,29.2210,30.5203,2896,46322,52.9293,34.3165,33.5150,66.3234,-13338
323,324,Merrimack,NEC,24,10-168–4,88.4362,100.188,.1927324,46.1335,50.4173,22340,26.41,19.4357,37.2361,35.470,26.963,47.2290,50.2181,29.8340,33.9174,65.4276,-11.9315
324,325,Texas A&M Commerce,Slnd,24,11-147–4,98.1304,111.5316,.1855325,51.1146,52.4277,19.2241,17.7216,26.5244,27.9155,26.6310,39.1324,55.421,53.3311,30.9317,34179,65.4275,-10.2279
325,326,Jackson St.,SWAC,24,7-176–5,97.8308,111.3313,.1844326,46.3329,54.6337,21.8336,19.3118,3352,28.8196,30.2218,38.1313,46.6310,54.6329,30.4331,36.3303,68.8102,-10.5286
326,327,Cal St. Northridge,BW,22,5-192–11,95.5336,108.7267,.1837327,43.2361,50.6183,18.7198,18.7150,27.3224,31.2294,34.294,38.8322,42.2359,50171,30.1337,34.3198,64.5315,-14.1347
327,328,Stonehill,NEC,26,12-158–4,94.6344,107.7245,.1835328,51.4131,51204,20.4301,19.5111,17.8362,31.4304,31.9155,27.781,49.9184,49.7153,35.690,35.2254,67.3174,-10.7293
328,329,Little Rock,OVC,24,8-184–9,101.9228,116.1353,.1829329,48.8253,56.2356,18.2156,19.1130,29.9145,31.5309,33122,37298,48.3256,55.1339,33.3205,38.6354,70.534,-14345
329,330,Central Arkansas,ASun,25,8-183–10,99.8280,113.8341,.1814330,47.5303,55.3347,17.6110,16.5295,27.6216,30.1244,24.6340,29.4133,46.5314,55.1339,32.7237,37.1331,72.411,-12.4325
330,331,Sacred Heart,NEC,26,13-146–6,97.3317,111.0307,.1805331,48.5274,50.6183,18.3167,19.3118,28.3196,30.2246,26.6310,25.642,50.1180,51216,30.6326,33.4142,69.854,-10.7295
331,332,Holy Cross,Pat,24,8-185–8,94.9342,108.7268,.1722332,48.5274,50.9194,18.2156,17.5234,20.9347,29.8231,25.9325,30.2164,46.6310,53.1302,34.9135,31.347,68138,-14.7352
332,333,The Citadel,SC,25,9-174–9,98.6298,113.1335,.1714333,49.7221,51.8249,17.9129,16.3302,20352,31.2294,28.9258,33.8249,49.2220,53.1302,33.6193,33.4142,67.7156,-12.2321
333,334,Central Michigan,MAC,22,8-163–8,93.3352,107.0233,.1709334,46.3329,50.9194,22.5349,20.184,30.7109,34349,33.4111,41.2343,47.9271,51.6243,29.2345,33.3137,67.7155,-11.2303
334,335,Alabama A&M,SWAC,21,9-155–6,95.1340,109.2277,.1683335,48.3282,51.6237,21317,22.426,28.1202,35.6358,32.3144,40.5336,46.8303,49.7153,34.3165,36.2300,69.951,-11.8313
335,336,Presbyterian,BSth,24,5-211–12,96.3328,110.8306,.1662336,46.7322,54.4331,20.2290,18.4168,30.6114,29.8231,36.353,36.9295,47.4285,52.5279,30.3334,38.5353,63.7333,-17360
336,337,Central Connecticut,NEC,26,7-194–7,97.2320,112.7330,.1546337,48.5274,51.9258,17.9129,17.5234,27.9207,27.8150,21.1360,26.252,48.2262,50.9213,32.7237,35.7280,64.2320,-15.5358
337,338,Incarnate Word,Slnd,22,11-145–7,95.7334,111.1312,.1518338,47.6299,53.3303,20.2290,20.570,26.7236,33.2332,33.4111,32.3214,46.9298,52.9293,32.7237,36.1295,66.6215,-10.8297
338,339,Columbia,Ivy,22,6-181–8,93.4351,108.5261,.1514339,44.4356,51.6237,20279,18.2186,26.5244,30.2246,28.7262,28.1102,44347,52.1266,30.1337,33.8168,69.571,-13.4341
339,340,South Carolina St.,MEAC,22,3-200–7,100.5267,117.1357,.1479340,46.3329,59.6363,19.6258,20.184,33.446,34.4350,29.3252,45355,46.4315,59.6362,30.7321,39.8359,71.818,-14.6351
340,341,Stony Brook,CAA,23,8-174–8,96.6326,112.5327,.1477341,47.1313,51.3222,19.1231,13.9359,21.4344,27.2120,31.4171,2537,47.8275,50.4189,30.9317,35242,63.2342,-12.6330
341,342,Loyola MD,Pat,24,8-183–10,95.2339,111.1311,.1447342,50.4181,56.5358,22340,21.932,26.7236,29.8231,27.8288,29.1126,49.5207,56.2353,34.5158,38345,65.2286,-14.1348
342,343,Lindenwood,OVC,23,9-174–9,94.7343,110.8303,.1421343,48.3282,51.9258,20279,18.6154,22.7332,31.4304,24.2345,31.1185,45.6327,51.5238,35.499,35242,67192,-12.8334
343,344,VMI   (A) 249 East Tennessee St.,SC,23,6-201–12,98.4299,116.1354,.1298344,48.5274,55.3347,20.9314,14.5350,29.6155,27.6140,20.7362,29.1126,45.5333,57.5359,35.1117,35.5270,66.7210,-15.5357
344,345,Alabama St.,SWAC,23,7-175–6,93.8349,110.7301,.1290345,41.7363,49.9147,18136,17.5234,30.7109,35.1353,30.5203,33.8249,39.1363,48.9126,31.5294,34.4204,67.2182,-11.9316
345,346,Coppin St.,MEAC,24,6-181–6,98.1305,115.9351,.1279346,50.7169,53.7316,19.5251,18.4168,17.9361,36.2360,35.664,34.4263,51.1139,55.6348,33.5199,34179,73.24,-12317
346,347,Hampton,CAA,24,6-193–9,97.8309,115.6350,.1273347,45.3346,54.5334,1634,15.9324,26.4249,31284,33.8102,37.7309,43356,53296,32.8232,38.1346,68.6117,-14.4350
347,348,Bethune Cookman,SWAC,22,9-155–6,95.9330,113.7339,.1234348,46.5326,52.5282,18.7198,19.2127,26.1256,33.8345,31.1179,34252,43.4354,51.8256,35.595,35.7280,69.192,-11.2302
348,349,Evansville,MVC,26,5-211–14,92.8353,110.1292,.1226349,45.6340,54.8341,17.9129,18.6154,21.2345,24.531,30.4207,30.2164,44347,54.5328,32.4256,36.8319,69.569,-15.5356
349,350,Eastern Illinois,OVC,24,8-184–9,94.0348,111.8320,.1199350,46.8320,52.5282,18.9221,20.763,26.1256,33.3334,34.490,34.2258,46.9298,52.2272,31.1311,35.3264,67.9141,-14.3349
350,351,Houston Christian,Slnd,22,7-184–8,101.8230,121.1363,.1197351,50.8162,58.3362,22340,17.6222,29178,32.8326,40.414,34.3260,49.1224,59.4361,35.784,37.6337,70.535,-14.1346
351,352,New Orleans,Slnd,21,6-173–9,95.4337,113.7340,.1176352,51.9106,55.6353,24.8363,19.5111,27.2226,32.1319,35.664,39.8334,49.3215,55.2342,38.611,37.6337,70.832,-13.2340
352,353,Monmouth,CAA,25,5-204–8,90.2360,107.9248,.1130353,43362,54.9342,22340,21.152,30140,33.4338,32.2145,39.2327,44.1346,53.7318,26.6361,37.6337,68.1132,-13.4342
353,354,Delaware St.,MEAC,20,5-173–5,92.6354,110.8305,.1125354,46.2333,53.6312,23.6361,18.6154,30.2128,31284,26.5313,36.1285,45.6327,48.7121,31.8286,39.8359,66.9200,-12.1320
354,355,Albany,AE,24,6-201–10,97.5315,116.7356,.1122355,46.3329,55.6353,19.1231,16.9268,28.6187,28.1160,30.9188,36.9295,45.3335,57.4357,31.8286,34.8231,67.1185,-14.8353
355,356,Lamar,Slnd,22,8-174–8,95.6335,115.4348,.1027356,46.8320,53.1297,21.6332,17.2251,33.542,33.5339,31.9155,30.1159,47.1292,54.9336,30.8320,33.9174,65.9250,-13.7344
356,357,St. Francis NY,NEC,23,13-126–6,91.4357,110.6300,.0994357,45.5343,50151,20.9314,2087,30.8106,31.6311,31.5167,31.3189,41.3361,46.342,36.450,40.4361,65.7256,-9.5260
357,358,Florida A&M,SWAC,20,5-173–8,89.8361,110.0289,.0880358,44.7352,52.4277,24.5362,18.2186,27231,35.3354,28.4274,44.6354,42.4357,53.7318,32.8232,33.4142,64.4316,-11.6309
358,359,Mississippi Valley St.,SWAC,25,3-222–9,91.9356,113.0333,.0842359,43.9359,54.6337,23.1357,19.991,28.6187,33.6341,38.332,39.1324,41.3361,53.9321,34.1171,37325,66.9198,-15.5355
359,360,IUPUI,Horz,24,4-221–14,94.1347,118.1360,.0680360,48.7262,55.4350,23355,17.6222,27.6216,31284,31.6165,33.7244,51.1139,54.3324,28.8354,38.1346,66.8208,-18.3363
360,361,Green Bay,Horz,26,3-232–13,91.2358,116.1352,.0583361,45.9337,54.5334,22.1344,16.4298,21.6343,33328,33.3116,32.4218,47.5281,55.8350,29.2345,34.6213,65.1289,-17.9362
361,362,Hartford,ind,22,5-200–1,91.0359,117.7359,.0491362,47.4307,55.4350,22.1344,17.9205,24.8294,33.3334,25.9325,28.4108,47.6279,53.2305,31.4299,39.4357,65.6263,-17.5361
362,363,LIU Brooklyn,NEC,22,3-211–11,87.5363,115.6349,.0392363,45.2347,55.2345,22.6351,16.8274,24.3304,30.9277,32.4138,31179,43.7352,55.4345,33.1213,36.5314,72.313,-16.8359
